Note ID	type	de_article	de_word_short	en_word	de_word_full	de_sentence	en_sentence	notes	audio_de_word	audio_de_sentence	tags
B11397	verb		kosten	to cost	kosten, kostet, kostete, hat gekostet	Eine Wohnung zu finden, kostet viel Zeit.	Finding an apartment takes a lot of time.		 [sound:googletts-db325f86-793f9a81-0c73669a-250312c3-331576e7.mp3]	 [sound:googletts-d76dac35-547ede25-598d6d97-54202bd3-06a95790.mp3]	B1_goethe_verb
B11398	verb		(sich) merken	to notice, remember	(sich) merken, merkt, merkte, hat gemerkt	Ich habe nicht gemerkt, dass es schon so spät ist. Ich muss gehen.	I didn&#x27;t realize it was so late. I have to go.		 [sound:googletts-33742bbb-95263c7f-96132df7-ad274aea-eb249b7d.mp3]	 [sound:googletts-c1b6e686-ea92380a-66cc5619-ce14473b-a55d60e3.mp3]	B1_goethe_verb
B11399	verb		(sich) merken	to notice, remember	(sich) merken, merkt, merkte, hat gemerkt	Ich kann mir keine Zahlen merken. Ich vergesse sie sofort wieder.	I can&#x27;t remember numbers. I forget them straight away.		 [sound:googletts-33742bbb-95263c7f-96132df7-ad274aea-eb249b7d.mp3]	 [sound:googletts-b47ccb0e-6485c26a-fa9e309c-dc17968e-0858d7ed.mp3]	B1_goethe_verb
B11400	noun	das	Fest	festival, feast, party	das Fest, -e	Wenn ich 18 werde, feiern wir ein großes Fest.	When I turn 18, we&#x27;ll have a big party.		[sound:word_B10998.mp3]	 [sound:googletts-02262835-81a68a4b-7d5a79e0-85e401b3-d48004ec.mp3]	B1_goethe_noun
B11401	noun	das	Fest	festival, feast, party	das Fest, -e	Frohes Fest!	Merry Christmas!		[sound:word_B10999.mp3]	 [sound:googletts-e1bfbc56-e81916d9-491d40b9-90b09dc8-4e6e322a.mp3]	B1_goethe_noun
B11402	other		fest	firm, fixed	fest	Mein Kollege glaubt fest daran, dass er die neue Stelle bekommt.	My colleague firmly believes that he will get the new job.		 [sound:googletts-be071bd8-91f135c6-31f0cdf8-fd0c1625-7971c223.mp3]	 [sound:googletts-10c68191-3d2381bb-1dcbcfb2-c792c29d-8e116d71.mp3]	B1_goethe_other
B11403	other		fest	firm, fixed	fest	Als wir nach Hause kamen, haben die Kinder schon fest geschlafen.	When we got home, the children were already fast asleep.		 [sound:googletts-be071bd8-91f135c6-31f0cdf8-fd0c1625-7971c223.mp3]	 [sound:googletts-e139086d-b4c60d6c-2748cd63-82603c8e-aa7cfd45.mp3]	B1_goethe_other
B11404	other		fest	firm, fixed	fest	Für die nächste Familienfeier gibt es noch keinen festen Termin.	There is no fixed date yet for the next family celebration.		 [sound:googletts-be071bd8-91f135c6-31f0cdf8-fd0c1625-7971c223.mp3]	 [sound:googletts-3c83dfa4-f0eae09f-f2a177cb-29b80328-74a4c986.mp3]	B1_goethe_other
B11405	other		aktuell	current, topical	aktuell	Umweltschutz ist ein aktuelles Thema.	Environmental protection is a topical issue.		 [sound:googletts-c8cd4c7a-e1c4dc99-11555c94-54ddee38-cf65dc77.mp3]	 [sound:googletts-73670044-1df2cffc-d82a98ea-3242aa5f-b33ab203.mp3]	B1_goethe_other
B11406	verb		erleben	to experience	erleben, erlebt, erlebte, hat erlebt	In unserem Urlaub haben wir viel Schönes erlebt.	We experienced many wonderful things on our vacation.		 [sound:googletts-9883dca4-a3c7b55c-aab72d32-dc683e40-4b5f27c7.mp3]	 [sound:googletts-062b7301-178ad24f-b77a4dcf-1bda7cf2-f651736e.mp3]	B1_goethe_verb
B11407	other		relativ	relative	relativ	Die Wohnung ist relativ groß, aber sehr teuer.	The apartment is relatively large, but very expensive.		 [sound:googletts-16136a6b-0e2fa636-29ecb634-18a27c43-2003a289.mp3]	 [sound:googletts-ba14d41f-cea31598-3686110c-4e4d68c4-bff83d1b.mp3]	B1_goethe_other
B11408	other		laut	loud, according to	laut	Lass uns gehen. Hier ist es mir zu laut.	Let&#x27;s go. It&#x27;s too loud here.		 [sound:googletts-f64280c0-23d519ce-553e82f5-5e997389-942039ba.mp3]	 [sound:googletts-5a1d5cd8-881de3e6-c4a43b70-ebeb072a-af666a7a.mp3]	B1_goethe_other
B11409	other		laut	loud, according to	laut	Können Sie bitte etwas lauter sprechen?	Can you please speak a little louder?		 [sound:googletts-f64280c0-23d519ce-553e82f5-5e997389-942039ba.mp3]	 [sound:googletts-d48fba9b-562530d3-67a47a7f-66849ba5-a1abe9c9.mp3]	B1_goethe_other
B11410	other		laut	loud, according to	laut	Laut Wetterbericht gibt es morgen Regen.	According to the weather forecast, it&#x27;s going to rain tomorrow.		 [sound:googletts-f64280c0-23d519ce-553e82f5-5e997389-942039ba.mp3]	 [sound:googletts-29f23680-e42695cb-34f7067c-bece0f03-2fbdeaeb.mp3]	B1_goethe_other
B11411	noun	der	Fuß	foot	der Fuß, ¨-e	Er hat sich den linken Fuß gebrochen.	He has broken his left foot.		[sound:word_B11605.mp3]	 [sound:googletts-80d2a419-35645a80-4941a6b7-e666da71-878b04f8.mp3]	B1_goethe_noun
B11412	noun	der	Fuß	foot	der Fuß, ¨-e	Sind Sie zu Fuß gekommen?	Did you come on foot?		[sound:word_B11606.mp3]	 [sound:googletts-47d1f214-fcd76a7c-483024bd-7c102469-6d8e868c.mp3]	B1_goethe_noun
B11413	noun	der	Fußgänger, Fußgängerin	pedestrian	der Fußgänger, - <br>die Fußgängerin, -nen	Dieser Weg ist nur für Fußgänger.	This path is for pedestrians only.		[sound:word_B14415.mp3]	 [sound:googletts-36920ac4-f2d939c9-a8470f30-052d443a-0722cee8.mp3]	B1_goethe_noun
B11414	noun	die	Daten (Plural)	data	die Daten (Plural)	Wir haben alle Ihre Daten im Computer.	We have all your data on the computer.		[sound:word_B12090.mp3]	 [sound:googletts-cbb91eed-124f5a5d-979278bc-878ad453-478e1a27.mp3]	B1_goethe_noun
B11415	noun	der	Krieg	war	der Krieg, -e	Es herrscht noch immer Krieg in diesem Land.	There is still a war going on in this country.		[sound:word_B10921.mp3]	 [sound:googletts-64c97d23-51e9236b-7b72b0a3-806c19e2-40d928a1.mp3]	B1_goethe_noun
B11416	noun	der	Krieg	war	der Krieg, -e	Der Lehrer spricht über den Zweiten Weltkrieg.	The teacher talks about the Second World War.		[sound:word_B10922.mp3]	 [sound:googletts-eb6e564d-661c7768-6b281d7c-34a1faad-705a7283.mp3]	B1_goethe_noun
B11417	noun	der	Gast	guest	der Gast, ¨-e	Wir haben heute Abend Gäste.	We have guests tonight.		[sound:word_B12152.mp3]	 [sound:googletts-af6202f4-a9c42e46-c9488459-ce3cf3f8-e4ac9969.mp3]	B1_goethe_noun
B11418	noun	der	Gast	guest	der Gast, ¨-e	Der Gast hat sich über das Essen beschwert.	The guest complained about the food.		[sound:word_B12153.mp3]	 [sound:googletts-a9caa2a0-042422f9-4628f695-29a4cd74-c4b6639b.mp3]	B1_goethe_noun
B11419	noun	das	Gesetz	law	das Gesetz, -e	Das Parlament hat ein neues Gesetz beschlossen.	Parliament has passed a new law.		[sound:word_B11718.mp3]	 [sound:googletts-55c7f0b3-a005a4e6-68260a43-5d6a7387-7f024e6f.mp3]	B1_goethe_noun
B11420	verb		planen	to plan	planen, plant, plante, hat geplant	Wir haben geplant, diesmal im Urlaub nach Österreich zu fahren.	We have planned to go to Austria on vacation this time.		 [sound:googletts-115a2a1c-772874a7-2d0baa00-c972b4e3-1ee248d5.mp3]	 [sound:googletts-672a5db0-5db7538d-2cc84761-6cdfae64-f21c66af.mp3]	B1_goethe_verb
B11421	verb		planen	to plan	planen, plant, plante, hat geplant	Unser Familientreffen ist für Juni geplant.	Our family reunion is planned for June.		 [sound:googletts-115a2a1c-772874a7-2d0baa00-c972b4e3-1ee248d5.mp3]	 [sound:googletts-c3f0a06d-65caf924-34d5c1ae-1fe4a261-76e0bd34.mp3]	B1_goethe_verb
B11422	other		schwierig	difficult	schwierig	Die Prüfung war sehr schwierig.	The test was very difficult.		 [sound:googletts-ec24a4ca-220ba3ee-b43d2f8b-74ae5c27-80eb60d2.mp3]	 [sound:googletts-8d15ab9e-b4e68e5f-7cd1ab34-4b8b4af9-4413d9e5.mp3]	B1_goethe_other
B11423	other		zusätzlich	additional	zusätzlich	Sie müssen in Zukunft eine Stunde zusätzlich arbeiten.	You will have to work an extra hour in future.		 [sound:googletts-c2177925-72c0f36a-716a3a5d-66efeb5e-bafdb529.mp3]	 [sound:googletts-e7dc08a2-a704d89d-6b2a5515-5ea89c73-d0733ed2.mp3]	B1_goethe_other
B11424	verb		vergessen	to forget	vergessen, vergisst, vergaß, hat vergessen	Ich habe den Termin ganz vergessen.	I completely forgot the date.		 [sound:googletts-5e47642b-fed6132f-7b57ed3e-8bf313f8-83f9e314.mp3]	 [sound:googletts-0c16b133-32a71eab-5fa8f34c-99807250-20e10db5.mp3]	B1_goethe_verb
B11425	verb		vergessen	to forget	vergessen, vergisst, vergaß, hat vergessen	Ich habe meinen Pass vergessen.	I have forgotten my passport.		 [sound:googletts-5e47642b-fed6132f-7b57ed3e-8bf313f8-83f9e314.mp3]	 [sound:googletts-668fcdfc-5e510cba-8fb08252-4bac7a8f-30a762cf.mp3]	B1_goethe_verb
B11426	noun	der	Gedanke	thought	der Gedanke, -n	Ich muss zuerst meine Gedanken sammeln.	I have to gather my thoughts first.		[sound:word_B12496.mp3]	 [sound:googletts-1f2ab959-f7fdba7d-00dc74bd-a54051e1-bbff1406.mp3]	B1_goethe_noun
B11427	noun	der	Gedanke	thought	der Gedanke, -n	Dein Hinweis bringt mich auf einen Gedanken.	Your comment gives me an idea.		[sound:word_B12497.mp3]	 [sound:googletts-5b89ac52-f5975b19-16ed8ec1-21aba87e-b1be756b.mp3]	B1_goethe_noun
B11428	noun	der	Gedanke	thought	der Gedanke, -n	Der Gedanke an das Unglück macht uns traurig.	The thought of misfortune makes us sad.		[sound:word_B12498.mp3]	 [sound:googletts-477a204a-d6606204-0f01aca0-08b37b35-b6334939.mp3]	B1_goethe_noun
B11429	noun	der	Gedanke	thought	der Gedanke, -n	Lass uns einen Ausflug machen, damit du auf andere Gedanken kommst.	Let&#x27;s go on a trip to take your mind off things.		[sound:word_B12499.mp3]	 [sound:googletts-6714ce0c-fede46d5-897187dc-6194bf6e-cfae50f9.mp3]	B1_goethe_noun
B11430	noun	der	Gedanke	thought	der Gedanke, -n	Sie ist ganz in Gedanken versunken.	She is completely lost in thought.		[sound:word_B12500.mp3]	 [sound:googletts-cf767cce-8702a505-0e2f7c8f-5162d299-309928e5.mp3]	B1_goethe_noun
B11431	verb		besitzen	to own	besitzen, besitzt, besaß, hat besessen	Besitzt Ihre Frau ein eigenes Auto?	Does your wife have her own car?		 [sound:googletts-beffa6b9-8c04704b-133f5bbc-2fd7b8b3-1d123fda.mp3]	 [sound:googletts-45a7d693-27164520-56a8f021-f95df34e-82754e9d.mp3]	B1_goethe_verb
B11432	verb		sich freuen	to be pleased about (über), look forward to (auf)	sich freuen, freut sich, freute sich, hat sich gefreut (auf/über + Akkusativ)	Es freut mich, dass alles so gut geklappt hat.	I&#x27;m delighted that everything went so well.		 [sound:googletts-1c633ef1-47599419-ab1fb8a2-5bc16501-56a9c8aa.mp3]	 [sound:googletts-11924580-61dadb03-e64d0384-483e3f6b-07ad0041.mp3]	B1_goethe_verb
B11433	verb		sich freuen	to be pleased about (über), look forward to (auf)	sich freuen, freut sich, freute sich, hat sich gefreut (auf/über + Akkusativ)	Ich habe mich über Ihr Geschenk sehr gefreut.	I was very pleased with your gift.		 [sound:googletts-1c633ef1-47599419-ab1fb8a2-5bc16501-56a9c8aa.mp3]	 [sound:googletts-42bd56ad-38dab9a4-c029dffd-bdf8a971-dbbb40f1.mp3]	B1_goethe_verb
B11434	verb		sich freuen	to be pleased about (über), look forward to (auf)	sich freuen, freut sich, freute sich, hat sich gefreut (auf/über + Akkusativ)	Ich freue mich schon auf meinen nächsten Urlaub.	I&#x27;m already looking forward to my next vacation.		 [sound:googletts-1c633ef1-47599419-ab1fb8a2-5bc16501-56a9c8aa.mp3]	 [sound:googletts-81a33f70-b45ba249-8217a24c-5aa058fa-6569e2fc.mp3]	B1_goethe_verb
B11435	verb		hängen	to hang	hängen, hängt, hing/hängte, hat gehangen/gehängt	Das Bild hängt schief.	The picture hangs askew.		 [sound:googletts-8b08ddf9-78eae6d0-20cbe027-dffdc0b7-33ed3a25.mp3]	 [sound:googletts-294b2b9d-b8444b63-30428339-b801a7af-2f9ccf1d.mp3]	B1_goethe_verb
B11436	verb		hängen	to hang	hängen, hängt, hing/hängte, hat gehangen/gehängt	Hast du den Anzug wieder in den Schrank gehängt?	Did you put the suit back in the closet?		 [sound:googletts-8b08ddf9-78eae6d0-20cbe027-dffdc0b7-33ed3a25.mp3]	 [sound:googletts-491389f7-0fdba088-79ee4e1d-f19997a6-0971c435.mp3]	B1_goethe_verb
B11437	verb		berichten	to report (on)	berichten, berichtet, berichtete, hat berichtet (über + Akkusativ)	Alle Zeitungen haben über den Unfall berichtet.	All the newspapers reported on the accident.		 [sound:googletts-f91bd9b2-51e14438-e3bd34a0-14e6b4ad-8c251adc.mp3]	 [sound:googletts-23f1ab31-2e8dad3c-041cd056-c8814f49-bbac03ae.mp3]	B1_goethe_verb
B11438	other		eng	tight, close	eng	Die Jacke ist mir zu eng.	The jacket is too tight for me.		 [sound:googletts-9427abbe-5b808d4c-daaab369-1f743e57-dcfaeae9.mp3]	 [sound:googletts-675753a0-dc696624-d88c70df-71e736ae-6ae3afd6.mp3]	B1_goethe_other
B11439	other		eng	tight, close	eng	Wir arbeiten mit dieser Firma eng zusammen.	We work closely with this company.		 [sound:googletts-9427abbe-5b808d4c-daaab369-1f743e57-dcfaeae9.mp3]	 [sound:googletts-daacd83f-fd3a913e-1cc9cd40-4f5b401c-c26687d0.mp3]	B1_goethe_other
B11440	noun	die	Kultur	culture	die Kultur, -en	Ich interessiere mich für andere Länder und Kulturen.	I am interested in other countries and cultures.		[sound:word_B13039.mp3]	 [sound:googletts-3e8b8de2-6d6bc132-7bcc2d01-a0f1c00f-7fc07c32.mp3]	B1_goethe_noun
B11441	noun	der	Prozess	process, trial	der Prozess, -e	Der Prozess wird direkt aus dem Gerichtssaal im Fernsehen übertragen.	The trial will be televised directly from the courtroom.		[sound:word_B12280.mp3]	 [sound:googletts-09dc1f24-2d45560f-ef41511b-af9e2921-3d40ef81.mp3]	B1_goethe_noun
B11442	noun	der	Sohn	son	der Sohn, ¨-e	Mein jüngster Sohn ist vier.	My youngest son is four.		[sound:word_B10628.mp3]	 [sound:googletts-d848de0d-91ae5c26-161ab9fd-760507bc-2c8528ba.mp3]	B1_goethe_noun
B11443	noun	der	Dank	thanks	der Dank (Sg.)	Vielen Dank für Ihre Mühe.	Thank you very much for your efforts.		[sound:word_B10682.mp3]	 [sound:googletts-b7337996-03bbb35a-a9254be8-e1f3fb6d-51d66b36.mp3]	B1_goethe_noun
B11444	noun	der	Dank	thanks	der Dank (Sg.)	Hier ist Ihr Kaffee. – Vielen Dank!	Here is your coffee. - Thank you very much!		[sound:word_B10683.mp3]	 [sound:googletts-13642299-6311debd-25e69dc4-325ef6fe-1c55ad05.mp3]	B1_goethe_noun
B11445	noun	der	Dank	thanks	der Dank (Sg.)	Herzlichen Dank!	Thank you very much!		[sound:word_B10684.mp3]	 [sound:googletts-4a1e151c-4d3919f3-e7edaa1b-8553f312-2e62ca4a.mp3]	B1_goethe_noun
B11446	noun	der	Dank	thanks	der Dank (Sg.)	Gott sei Dank hat es nicht geregnet.	Thank goodness it didn&#x27;t rain.		[sound:word_B10685.mp3]	 [sound:googletts-c1dcc691-b9b3e2d3-9ce2d172-e0f54fc8-d2726d59.mp3]	B1_goethe_noun
B11447	other		trotz	despite	trotz + Dativ/Genitiv	Trotz Grippe bin ich zur Arbeit gegangen.	I went to work despite having the flu.		 [sound:googletts-d87adb3f-576e3ddc-1ad5eb06-9cc1b717-11a14c79.mp3]	 [sound:googletts-db9990af-9ba4bc21-069287ea-160363f9-a2b75117.mp3]	B1_goethe_other
B11448	verb		fordern	to demand	fordern, fordert, forderte, hat gefordert	Die Arbeitnehmer fordern mehr Geld.	Employees are demanding more money.		 [sound:googletts-09118145-706ee850-e437c6ad-4391c30d-89634c3b.mp3]	 [sound:googletts-58e8896a-2223737b-76d61429-cdbef1cc-f036b9e4.mp3]	B1_goethe_verb
B11449	verb		studieren	to study	studieren, studiert, studierte, hat studiert	Mein Sohn will Medizin studieren.	My son wants to study medicine.		 [sound:googletts-0a51ee34-be4b8734-da327378-cf6c43e4-2d12b0db.mp3]	 [sound:googletts-f7a7e2be-97e45717-8265ff3f-c94214aa-761198c5.mp3]	B1_goethe_verb
B11450	verb		studieren	to study	studieren, studiert, studierte, hat studiert	Ich studiere in Mainz.	I study in Mainz.		 [sound:googletts-0a51ee34-be4b8734-da327378-cf6c43e4-2d12b0db.mp3]	 [sound:googletts-4ad1acb1-dbaf3170-5a57c53a-639c592c-30f5e190.mp3]	B1_goethe_verb
B11451	verb		gefallen	to like (something)	gefallen, gefällt, gefiel, hat gefallen	Wie gefällt es Ihnen hier?	How do you like it here?		 [sound:googletts-f3a8e18e-c202c809-2ce5714a-8cefea02-c1438ceb.mp3]	 [sound:googletts-c20f1eb0-01de1ecb-66504d22-05c6c2ed-1738afe0.mp3]	B1_goethe_verb
B11452	verb		gefallen	to like (something)	gefallen, gefällt, gefiel, hat gefallen	Der Pullover gefällt mir gut.	I like the sweater.		 [sound:googletts-f3a8e18e-c202c809-2ce5714a-8cefea02-c1438ceb.mp3]	 [sound:googletts-4919fea4-8a370052-e6757ac9-a2578d47-5b7c3fcd.mp3]	B1_goethe_verb
B11453	noun	das	Mädchen	girl	das Mädchen, -	Familie Kurz hat zwei Mädchen und einen Jungen.	The Kurz family has two girls and a boy.		[sound:word_B10523.mp3]	 [sound:googletts-6fb6ed45-4d0475ae-dfa96d32-357672e2-5ba19fef.mp3]	B1_goethe_noun
B11454	noun	das	Verhalten	behavior	das Verhalten (Sg.)	Ich bewundere dein Verhalten in der schwierigen Situation.	I admire your behavior in this difficult situation.		[sound:word_B11850.mp3]	 [sound:googletts-28e4d9a2-38f1c647-031c25b7-5fc14c6c-1fa20ac8.mp3]	B1_goethe_noun
B11455	verb		sich verhalten	to behave	sich verhalten, verhält sich, verhielt sich, hat sich verhalten	Der Mann hat sich uns gegenüber merkwürdig verhalten.	The man behaved strangely towards us.		 [sound:googletts-52ca49d3-9f22bb7b-610a1475-cb878809-5b0628d2.mp3]	 [sound:googletts-cc037063-dc8b0af4-8281b5ef-152fbad1-9e61139d.mp3]	B1_goethe_verb
B11456	other		mindestens	at least	mindestens	Ein guter Fernsehapparat kostet mindestens 500 Euro.	A good TV set costs at least 500 euros.		 [sound:googletts-e8a676c8-373ea542-80e36bc9-19e87db3-96a7d3ac.mp3]	 [sound:googletts-902df4a9-2d73b1bc-2cea1a4f-b54f266a-1ad2703d.mp3]	B1_goethe_other
B11457	other		mindestens	at least	mindestens	Bitte kommen Sie mindestens eine Stunde vor Abflug zum Flughafen.	Please arrive at the airport at least one hour before departure.		 [sound:googletts-e8a676c8-373ea542-80e36bc9-19e87db3-96a7d3ac.mp3]	 [sound:googletts-8ec76514-3e8fc29a-e14a0c90-197fde8c-db8d0559.mp3]	B1_goethe_other
B11458	other		ziemlich	pretty, quite	ziemlich	Ich bin schon ziemlich müde. Ich gehe ins Bett.	I&#x27;m already pretty tired. I&#x27;m going to bed.		 [sound:googletts-58c2b1db-a4c86b6c-c040eaf5-41e6ff45-8f4dac1f.mp3]	 [sound:googletts-a674e8d7-5f8b3ee9-79601a5b-aeee53b8-29ac17d6.mp3]	B1_goethe_other
B11459	other		ziemlich	pretty, quite	ziemlich	Ich musste beim Arzt ziemlich lange warten.	I had to wait quite a long time at the doctor&#x27;s.		 [sound:googletts-58c2b1db-a4c86b6c-c040eaf5-41e6ff45-8f4dac1f.mp3]	 [sound:googletts-65b1e0e4-21c52eff-e011de87-d69caad6-86758174.mp3]	B1_goethe_other
B11460	noun	das	Interesse	interest	das Interesse, -n	Ich habe viele Interessen: Sport, Lesen, Handarbeit, Tanzen	I have many interests: sport, reading, needlework, dancing		[sound:word_B11853.mp3]	 [sound:googletts-a4b23b8d-f2740605-12e9bf07-7c5babc7-c70437d6.mp3]	B1_goethe_noun
B11461	verb		unterscheiden	to distinguish	unterscheiden, unterscheidet, unterschied, hat unterschieden	Ihr seid euch sehr ähnlich. Auf dem Foto kann man euch beide nicht unterscheiden.	You are very similar. You can&#x27;t tell you apart in the photo.		 [sound:googletts-bc59f972-74116630-6602b598-7113688f-5a13451e.mp3]	 [sound:googletts-70c2c02a-043c6815-8b3b3827-ac75bba6-ae5e1228.mp3]	B1_goethe_verb
B11462	other		jeweils	each	jeweils	Der Kurs findet jeweils montags und donnerstags um 18 Uhr statt.	The course takes place on Mondays and Thursdays at 6 pm.		 [sound:googletts-fd8473b9-c1198390-9aede9ad-e8512e88-9956e62a.mp3]	 [sound:googletts-a21c83b1-8ae1703e-d1ed9a39-06ce7805-538240bb.mp3]	B1_goethe_other
B11463	verb		reichen	to reach, suffice	reichen, reicht, reichte, hat gereicht	Ich nehme nur eine Suppe. Das reicht mir.	I only have one soup. That&#x27;s enough for me.		 [sound:googletts-d1175541-d70a19da-6bcefd82-4ded5407-be5b9a87.mp3]	 [sound:googletts-032a1f1d-8e693991-6c598c27-788ebf1c-445e3c4c.mp3]	B1_goethe_verb
B11464	verb		reichen	to reach, suffice	reichen, reicht, reichte, hat gereicht	Wie lange reicht das Papier noch? Ich glaube, wir müssen neues bestellen.	How long will the paper last? I think we&#x27;ll have to order more.		 [sound:googletts-d1175541-d70a19da-6bcefd82-4ded5407-be5b9a87.mp3]	 [sound:googletts-14d40afe-7473b42c-127ae6eb-4787f5ca-d9f889e1.mp3]	B1_goethe_verb
B11465	other		zumindest	at least	zumindest	Ich möchte nicht in der Stadt wohnen, zumindest jetzt nicht, wenn die Kinder noch so klein sind.	I don&#x27;t want to live in the city, at least not now when the children are still so small.		 [sound:googletts-28b95d9d-74d490b0-01f49eb6-fa743e07-69abcc87.mp3]	 [sound:googletts-ab14b8ab-c1adf907-6d5b1b22-adb0cc6a-96b14000.mp3]	B1_goethe_other
B11466	verb		schlagen	to beat	schlagen, schlägt, schlug, hat geschlagen	Wer hat den Weltmeister geschlagen?	Who beat the world champion?		 [sound:googletts-e3aa1af5-9f9a0ee9-20fef596-1ae72805-bdbcfe8f.mp3]	 [sound:googletts-3cf9e52d-b7012b70-f17f25e9-0a05c9e9-21b15c0e.mp3]	B1_goethe_verb
B11467	verb		schlagen	to beat	schlagen, schlägt, schlug, hat geschlagen	Ich muss einen Nagel in die Wand schlagen. Wo ist der Hammer?	I have to hammer a nail into the wall. Where&#x27;s the hammer?		 [sound:googletts-e3aa1af5-9f9a0ee9-20fef596-1ae72805-bdbcfe8f.mp3]	 [sound:googletts-085e4c2d-d22539d2-d88d1c06-bd7ddc36-6935629a.mp3]	B1_goethe_verb
B11468	verb		schlagen	to beat	schlagen, schlägt, schlug, hat geschlagen	Das Herz schlug mir bis zum Hals.	My heart was beating up to my neck.		 [sound:googletts-e3aa1af5-9f9a0ee9-20fef596-1ae72805-bdbcfe8f.mp3]	 [sound:googletts-e093a793-dfe19746-1952ded2-31cf34b4-8482f12f.mp3]	B1_goethe_verb
B11469	noun	das	Tier	animal	das Tier, -e	Er mag Tiere sehr und geht darum oft in den Zoo.	He really likes animals and therefore often goes to the zoo.		[sound:word_B11920.mp3]	 [sound:googletts-89351712-86139346-a6b77727-4dddd43c-95669ea5.mp3]	B1_goethe_noun
B11470	noun	das	Haustier	pet	das Haustier, -e	Hat deine Familie ein Haustier? ? Ja, wir haben einen Hund.	Does your family have a pet? ? Yes, we have a dog.		[sound:word_B13860.mp3]	 [sound:googletts-53a70fc7-90c86aa8-e3a56718-2826335a-94cad2d3.mp3]	B1_goethe_noun
B11471	verb		erhöhen	to increase	erhöhen, erhöht, erhöhte, hat erhöht	Die Regierung wird sicher bald wieder die Steuern erhöhen.	The government is sure to raise taxes again soon.		 [sound:googletts-6c9da693-01b83353-1c281a88-1f231d3e-bc89dc0c.mp3]	 [sound:googletts-f4b74b9e-a18eaeb0-d4ed24eb-5ff3d646-d6a207e2.mp3]	B1_goethe_verb
B11472	verb		erhöhen	to increase	erhöhen, erhöht, erhöhte, hat erhöht	Die Zahl der Unfälle hat sich stark erhöht.	The number of accidents has risen sharply.		 [sound:googletts-6c9da693-01b83353-1c281a88-1f231d3e-bc89dc0c.mp3]	 [sound:googletts-a3d2f28a-142e5889-767de851-0c09f82b-7b052a3c.mp3]	B1_goethe_verb
B11473	verb		sorgen	to look after sb./sth.	sorgen, sorgt, sorgte, hat gesorgt (für + Akkusativ)	Wer sorgt denn für die Kinder?	Who takes care of the children?		 [sound:googletts-22564b74-78659235-367a09a8-6f36bb1f-4fe836ea.mp3]	 [sound:googletts-88422769-c3fb19d3-92d78683-fb291461-b03c1796.mp3]	B1_goethe_verb
B11474	verb		sorgen	to look after sb./sth.	sorgen, sorgt, sorgte, hat gesorgt (für + Akkusativ)	Können Sie bitte dafür sorgen, dass die Heizung funktioniert?	Can you please make sure the heating works?		 [sound:googletts-22564b74-78659235-367a09a8-6f36bb1f-4fe836ea.mp3]	 [sound:googletts-259291d3-cf7b29f9-32e7cca6-c7ba0cb5-b18f867b.mp3]	B1_goethe_verb
B11475	noun	die	Erfahrung	experience	die Erfahrung, -en	Ich habe zehn Jahre Erfahrung in diesem Beruf.	I have ten years of experience in this profession.		[sound:word_B11947.mp3]	 [sound:googletts-80336454-286a06f8-4fc9dd2d-370bb64f-407deea6.mp3]	B1_goethe_noun
B11476	noun	die	Erfahrung	experience	die Erfahrung, -en	Mit diesem Gerät haben wir gute Erfahrungen gemacht.	We have had good experiences with this device.		[sound:word_B11948.mp3]	 [sound:googletts-d0e85759-ab8fdf55-4a7ec1f9-7b1716bf-fff829ee.mp3]	B1_goethe_noun
B11477	noun	der	Patient, Patientin	patient	der Patient, -en <br>die Patientin, -nen	Ich bin Patientin bei Dr. Hausner. Ich möchte bitte einen Termin.	I am a patient of Dr. Hausner. I would like an appointment please.		[sound:word_B12562.mp3]	 [sound:googletts-ceae08c9-4a0b92e7-ab4dfb62-c290588b-a53071bd.mp3]	B1_goethe_noun
B11478	noun	der	Arzt, Ärztin	doctor	der Arzt, ¨-e <br>die Ärztin, -nen	Ich muss heute zum Arzt.	I have to go to the doctor today.		[sound:word_B11145.mp3]	 [sound:googletts-0214466d-72c99230-a109620d-92eb95a1-58f18a83.mp3]	B1_goethe_noun
B11479	noun	der	Arzt, Ärztin	doctor	der Arzt, ¨-e <br>die Ärztin, -nen	Wann warst du beim Zahnarzt?	When did you go to the dentist?		[sound:word_B11146.mp3]	 [sound:googletts-09713496-1c763d7d-acd390c1-da0e510f-b4177d7c.mp3]	B1_goethe_noun
B11480	verb		geschehen	to happen	geschehen, geschieht, geschah, ist geschehen	Vielen Dank für Ihre Hilfe. – Gern geschehen.	Thank you very much for your help. - You are welcome.		 [sound:googletts-0905ac08-b72c414e-04dd3805-13a2b722-95994554.mp3]	 [sound:googletts-ff48a74e-4fe656a7-7c276759-9d3ba3f5-2880e7ff.mp3]	B1_goethe_verb
B11481	verb		geschehen	to happen	geschehen, geschieht, geschah, ist geschehen	Ich werde warten und sehen, was geschieht.	I will wait and see what happens.		 [sound:googletts-0905ac08-b72c414e-04dd3805-13a2b722-95994554.mp3]	 [sound:googletts-f166ba4f-ac27cc87-cd4d3de8-61de2437-080ba8d2.mp3]	B1_goethe_verb
